Year,Strata,Strata Name,County,Total Admits (ICD-9),30-day Readmits (ICD-9) ,30-day Readmission Rate (ICD-9),Total Admits (ICD-10),30-day Readmits (ICD-10) ,30-day Readmission Rate (ICD-10)
2017,Age,45 to 64 years,State,,,,611131,90987,14.89%
2017,Age,18 to 44 years,State,,,,285406,35961,12.60%
2017,Expected Payer,Self-Pay,State,,,,20495,1751,8.54%
2017,Expected Payer,Private,State,,,,392007,42024,10.72%
2017,Expected Payer,Other,State,,,,42158,4514,10.71%
2017,Expected Payer,MediCare,State,,,,1037090,164931,15.90%
2017,Expected Payer,Medi-Cal,State,,,,391220,61700,15.77%
2017,Overall,Overall,State,,,,"1,882,970","274,920",14.60%
2017,Overall,Overall,Alameda,,,,"64,950","9,676",14.90%
2017,Overall,Overall,Alpine,,,,9,,
2017,Overall,Overall,Amador,,,,"2,970",405,13.64%
2017,Overall,Overall,Butte,,,,"23,283","4,406",18.92%
2017,Overall,Overall,Calaveras,,,,"2,997",399,13.31%
2017,Overall,Overall,Colusa,,,,988,124,12.55%
2017,Overall,Overall,Contra Costa,,,,"53,095","8,016",15.10%
2017,Overall,Overall,Del Norte,,,,"1,390",161,11.58%
2017,Overall,Overall,El Dorado,,,,"10,457","1,457",13.93%
2017,Overall,Overall,Fresno,,,,"49,058","7,239",14.76%
2017,Overall,Overall,Glenn,,,,"1,957",290,14.82%
2017,Overall,Overall,Humboldt,,,,"7,593",919,12.10%
2017,Overall,Overall,Imperial,,,,"8,276","1,240",14.98%
2017,Overall,Overall,Inyo,,,,838,79,9.43%
2017,Overall,Overall,Kern,,,,"41,270","5,728",13.88%
2017,Overall,Overall,Kings,,,,"6,417",945,14.73%
2017,Overall,Overall,Lake,,,,"5,354",853,15.93%
2017,Overall,Overall,Lassen,,,,831,69,8.30%
2017,Overall,Overall,Los Angeles,,,,"481,784","75,361",15.64%
2017,Overall,Overall,Madera,,,,"6,784",931,13.72%
2017,Overall,Overall,Marin,,,,"11,379","1,412",12.41%
2017,Overall,Overall,Mariposa,,,,"1,184",167,14.10%
2017,Overall,Overall,Mendocino,,,,"5,348",681,12.73%
2017,Overall,Overall,Merced,,,,"14,017","2,182",15.57%
2017,Overall,Overall,Modoc,,,,349,42,12.03%
2017,Overall,Overall,Mono,,,,280,22,7.86%
2017,Overall,Overall,Monterey,,,,"18,362","2,179",11.87%
2017,Overall,Overall,Napa,,,,"7,243","1,000",13.81%
2017,Overall,Overall,Nevada,,,,"5,666",778,13.73%
2017,Overall,Overall,Orange,,,,"132,179","17,820",13.48%
2017,Overall,Overall,Placer,,,,"19,073","2,178",11.42%
2017,Overall,Overall,Plumas,,,,840,97,11.55%
2017,Overall,Overall,Riverside,,,,"111,614","16,334",14.63%
2017,Overall,Overall,Sacramento,,,,"80,190","12,074",15.06%
2017,Overall,Overall,San Benito,,,,"2,464",320,12.99%
2017,Overall,Overall,San Bernardino,,,,"104,537","15,991",15.30%
2017,Overall,Overall,San Diego,,,,"151,905","20,823",13.71%
2017,Overall,Overall,San Francisco,,,,"36,376","5,449",14.98%
2017,Overall,Overall,San Joaquin,,,,"37,377","5,636",15.08%
2017,Overall,Overall,San Luis Obispo,,,,"13,019","1,469",11.28%
2017,Overall,Overall,San Mateo,,,,"26,998","3,435",12.72%
2017,Overall,Overall,Santa Barbara,,,,"19,072","2,351",12.33%
2017,Overall,Overall,Santa Clara,,,,"70,038","10,082",14.40%
2017,Overall,Overall,Santa Cruz,,,,"10,702","1,323",12.36%
2017,Overall,Overall,Shasta,,,,"14,022","1,647",11.75%
2017,Overall,Overall,Sierra,,,,96,7,7.29%
2017,Overall,Overall,Siskiyou,,,,"2,122",193,9.10%
2017,Overall,Overall,Solano,,,,"20,236","2,951",14.58%
2017,Overall,Overall,Sonoma,,,,"23,479","3,024",12.88%
2017,Overall,Overall,Stanislaus,,,,"30,327","4,137",13.64%
2017,Overall,Overall,Sutter,,,,"5,639",734,13.02%
2017,Overall,Overall,Tehama,,,,"3,474",485,13.96%
2017,Overall,Overall,Trinity,,,,869,115,13.23%
2017,Overall,Overall,Tulare,,,,"22,274","3,157",14.17%
2017,Overall,Overall,Tuolumne,,,,"3,730",493,13.22%
2017,Overall,Overall,Ventura,,,,"39,966","5,535",13.85%
2017,Overall,Overall,Yolo,,,,"8,171","1,134",13.88%
2017,Overall,Overall,Yuba,,,,"4,909",758,15.44%
2017,Race-Ethnicity,White,State,,,,"1,021,384","142,762",13.98%
2017,Race-Ethnicity,Other/Unknown,State,,,,"78,602","10,982",13.97%
2017,Race-Ethnicity,Native American,State,,,,"6,269","1,027",16.38%
2017,Race-Ethnicity,Hispanic,State,,,,"442,597","65,083",14.70%
2017,Race-Ethnicity,Asian/Pacific Islander,State,,,,"156,473","22,034",14.08%
2017,Race-Ethnicity,African-American,State,,,,"177,645","33,032",18.59%
2017,Sex,Male,State,,,,"918,635","141,903",15.45%
2017,Sex,Female,State,,,,"964,335","133,017",13.79%
2018,Age,65 years and above,State,,,,"989,674","150,539",15.21%
2018,Age,45 to 64 years,State,,,,"595,858","89,815",15.07%
2018,Age,18 to 44 years,State,,,,"281,989","35,161",12.47%
2018,Expected Payer,Self-Pay,State,,,,"22,070","1,897",8.60%
2018,Expected Payer,Private,State,,,,"382,592","41,772",10.92%
2018,Expected Payer,Other,State,,,,"42,786","4,451",10.40%
2018,Expected Payer,MediCare,State,,,,"1,030,609","165,581",16.07%
2018,Expected Payer,Medi-Cal,State,,,,"389,464","61,814",15.87%
2018,Overall,Overall,State,,,,"1,867,521","275,515",14.75%
2018,Overall,Overall,Alameda,,,,"62,646","9,882",15.77%
2018,Overall,Overall,Alpine,,,,18,2,11.11%
2018,Overall,Overall,Amador,,,,"2,877",458,15.92%
2018,Overall,Overall,Butte,,,,"23,190","4,151",17.90%
2018,Overall,Overall,Calaveras,,,,"2,941",411,13.97%
2018,Overall,Overall,Colusa,,,,"1,195",185,15.48%
2018,Overall,Overall,Contra Costa,,,,"51,183","7,884",15.40%
2018,Overall,Overall,Del Norte,,,,"1,416",178,12.57%
2018,Overall,Overall,El Dorado,,,,"10,371","1,434",13.83%
2018,Overall,Overall,Fresno,,,,"48,893","7,348",15.03%
2018,Overall,Overall,Glenn,,,,"2,126",314,14.77%
2018,Overall,Overall,Humboldt,,,,"7,449",957,12.85%
2018,Overall,Overall,Imperial,,,,"8,453","1,205",14.26%
2018,Overall,Overall,Inyo,,,,852,79,9.27%
2018,Overall,Overall,Kern,,,,"39,488","5,471",13.85%
2018,Overall,Overall,Kings,,,,"6,010",879,14.63%
2018,Overall,Overall,Lake,,,,"5,227",813,15.55%
2018,Overall,Overall,Lassen,,,,798,72,9.02%
2018,Overall,Overall,Los Angeles,,,,"475,044","74,910",15.77%
2018,Overall,Overall,Madera,,,,"7,023",999,14.22%
2018,Overall,Overall,Marin,,,,"10,779","1,365",12.66%
2018,Overall,Overall,Mariposa,,,,"1,069",139,13.00%
2018,Overall,Overall,Mendocino,,,,"5,400",795,14.72%
2018,Overall,Overall,Merced,,,,"14,124","2,236",15.83%
2018,Overall,Overall,Modoc,,,,300,37,12.33%
2018,Overall,Overall,Mono,,,,296,31,10.47%
2018,Overall,Overall,Monterey,,,,"19,247","2,399",12.46%
2018,Overall,Overall,Napa,,,,"6,819","1,059",15.53%
2018,Overall,Overall,Nevada,,,,"5,779",799,13.83%
2018,Overall,Overall,Orange,,,,"130,341","17,385",13.34%
2018,Overall,Overall,Placer,,,,"18,737","2,199",11.74%
2018,Overall,Overall,Plumas,,,,970,125,12.89%
2018,Overall,Overall,Riverside,,,,"112,715","16,709",14.82%
2018,Overall,Overall,Sacramento,,,,"77,626","11,686",15.05%
2018,Overall,Overall,San Benito,,,,"2,487",349,14.03%
2018,Overall,Overall,San Bernardino,,,,"104,972","15,905",15.15%
2018,Overall,Overall,San Diego,,,,"153,864","21,665",14.08%
2018,Overall,Overall,San Francisco,,,,"34,999","5,032",14.38%
2018,Overall,Overall,San Joaquin,,,,"36,982","5,533",14.96%
2018,Overall,Overall,San Luis Obispo,,,,"12,990","1,587",12.22%
2018,Overall,Overall,San Mateo,,,,"25,690","3,319",12.92%
2018,Overall,Overall,Santa Barbara,,,,"18,914","2,242",11.85%
2018,Overall,Overall,Santa Clara,,,,"65,621","9,447",14.40%
2018,Overall,Overall,Santa Cruz,,,,"9,985","1,159",11.61%
2018,Overall,Overall,Shasta,,,,"13,815","1,750",12.67%
2018,Overall,Overall,Sierra,,,,103,10,9.71%
2018,Overall,Overall,Siskiyou,,,,"1,952",201,10.30%
2018,Overall,Overall,Solano,,,,"19,873","3,011",15.15%
2018,Overall,Overall,Sonoma,,,,"22,588","3,036",13.44%
2018,Overall,Overall,Stanislaus,,,,"30,021","3,980",13.26%
2018,Overall,Overall,Sutter,,,,"5,966",774,12.97%
2018,Overall,Overall,Tehama,,,,"3,848",581,15.10%
2018,Overall,Overall,Trinity,,,,845,107,12.66%
2018,Overall,Overall,Tulare,,,,"20,948","2,781",13.28%
2018,Overall,Overall,Tuolumne,,,,"3,495",420,12.02%
2018,Overall,Overall,Ventura,,,,"39,246","5,691",14.50%
2018,Overall,Overall,Yolo,,,,"7,761","1,032",13.30%
2018,Overall,Overall,Yuba,,,,"5,056",737,14.58%
2018,Race-Ethnicity,White,State,,,,"993,974","141,134",14.20%
2018,Race-Ethnicity,Other/Unknown,State,,,,"80,394","11,349",14.12%
2018,Race-Ethnicity,Native American,State,,,,"6,639","1,146",17.26%
2018,Race-Ethnicity,Hispanic,State,,,,"449,680","66,002",14.68%
2018,Race-Ethnicity,Asian/Pacific Islander,State,,,,"158,478","22,622",14.27%
2018,Race-Ethnicity,African-American,State,,,,"178,356","33,262",18.65%
2018,Sex,Male,State,,,,"919,439","143,611",15.62%
2018,Sex,Female,State,,,,"948,082","131,904",13.91%
2019,Age,65 years and above,State,,,,"997,322","153,140",15.36%
2019,Age,45 to 64 years,State,,,,"587,775","89,400",15.21%
2019,Age,18 to 44 years,State,,,,"281,814","35,346",12.54%
2019,Expected Payer,Self-Pay,State,,,,"23,603","1,971",8.35%
2019,Expected Payer,Private,State,,,,"367,681","39,787",10.82%
2019,Expected Payer,Other,State,,,,"45,174","5,107",11.31%
2019,Expected Payer,MediCare,State,,,,"1,040,179","168,152",16.17%
2019,Expected Payer,Medi-Cal,State,,,,"390,274","62,869",16.11%
2019,Overall,Overall,State,,,,"1,866,911","277,886",14.88%
2019,Overall,Overall,Unknown County,,,,374,59,15.78%
2019,Overall,Overall,Alameda,,,,"62,440","9,756",15.62%
2019,Overall,Overall,Alpine,,,,10,0,0.00%
2019,Overall,Overall,Amador,,,,"2,894",392,13.55%
2019,Overall,Overall,Butte,,,,"21,958","3,973",18.09%
2019,Overall,Overall,Calaveras,,,,"3,051",467,15.31%
2019,Overall,Overall,Colusa,,,,"1,196",170,14.21%
2019,Overall,Overall,Contra Costa,,,,"50,840","7,765",15.27%
2019,Overall,Overall,Del Norte,,,,"1,463",170,11.62%
2019,Overall,Overall,El Dorado,,,,"10,281","1,439",14.00%
2019,Overall,Overall,Fresno,,,,"48,532","7,442",15.33%
2019,Overall,Overall,Glenn,,,,"2,264",350,15.46%
2019,Overall,Overall,Humboldt,,,,"7,263",947,13.04%
2019,Overall,Overall,Imperial,,,,"8,295","1,253",15.11%
2019,Overall,Overall,Inyo,,,,958,99,10.33%
2019,Overall,Overall,Kern,,,,"40,793","5,885",14.43%
2019,Overall,Overall,Kings,,,,"6,360",937,14.73%
2019,Overall,Overall,Lake,,,,"5,108",822,16.09%
2019,Overall,Overall,Lassen,,,,774,76,9.82%
2019,Overall,Overall,Los Angeles,,,,"465,091","73,376",15.78%
2019,Overall,Overall,Madera,,,,"6,743",865,12.83%
2019,Overall,Overall,Marin,,,,"10,086","1,222",12.12%
2019,Overall,Overall,Mariposa,,,,"1,115",124,11.12%
2019,Overall,Overall,Mendocino,,,,"5,228",708,13.54%
2019,Overall,Overall,Merced,,,,"13,468","2,112",15.68%
2019,Overall,Overall,Modoc,,,,372,50,13.44%
2019,Overall,Overall,Mono,,,,333,33,9.91%
2019,Overall,Overall,Monterey,,,,"19,847","2,651",13.36%
2019,Overall,Overall,Napa,,,,"6,551","1,049",16.01%
2019,Overall,Overall,Nevada,,,,"5,684",760,13.37%
2019,Overall,Overall,Orange,,,,"127,580","17,412",13.65%
2019,Overall,Overall,Placer,,,,"18,957","2,282",12.04%
2019,Overall,Overall,Plumas,,,,851,100,11.75%
2019,Overall,Overall,Riverside,,,,"114,978","17,036",14.82%
2019,Overall,Overall,Sacramento,,,,"75,730","11,297",14.92%
2019,Overall,Overall,San Benito,,,,"2,276",305,13.40%
2019,Overall,Overall,San Bernardino,,,,"104,217","16,022",15.37%
2019,Overall,Overall,San Diego,,,,"155,859","21,752",13.96%
2019,Overall,Overall,San Francisco,,,,"34,983","5,090",14.55%
2019,Overall,Overall,San Joaquin,,,,"37,222","5,817",15.63%
2019,Overall,Overall,San Luis Obispo,,,,"12,891","1,622",12.58%
2019,Overall,Overall,San Mateo,,,,"25,264","3,279",12.98%
2019,Overall,Overall,Santa Barbara,,,,"19,432","2,249",11.57%
2019,Overall,Overall,Santa Clara,,,,"64,589","9,259",14.34%
2019,Overall,Overall,Santa Cruz,,,,"10,316","1,283",12.44%
2019,Overall,Overall,Shasta,,,,"13,651","1,715",12.56%
2019,Overall,Overall,Sierra,,,,116,12,10.34%
2019,Overall,Overall,Siskiyou,,,,"2,009",201,10.00%
2019,Overall,Overall,Solano,,,,"20,472","3,144",15.36%
2019,Overall,Overall,Sonoma,,,,"22,767","3,150",13.84%
2019,Overall,Overall,Stanislaus,,,,"30,499","4,321",14.17%
2019,Overall,Overall,Sutter,,,,"5,740",789,13.75%
2019,Overall,Overall,Tehama,,,,"3,895",578,14.84%
2019,Overall,Overall,Trinity,,,,784,86,10.97%
2019,Overall,Overall,Tulare,,,,"22,009","3,112",14.14%
2019,Overall,Overall,Tuolumne,,,,"3,581",484,13.52%
2019,Overall,Overall,Ventura,,,,"40,324","6,006",14.89%
2019,Overall,Overall,Yolo,,,,"7,958","1,129",14.19%
2019,Overall,Overall,Yuba,,,,"5,078",789,15.54%
2019,Race-Ethnicity,White,State,,,,"968,618","138,963",14.35%
2019,Race-Ethnicity,Other/Unknown,State,,,,"79,096","10,967",13.87%
2019,Race-Ethnicity,Native American,State,,,,"9,212","1,331",14.45%
2019,Race-Ethnicity,Multiracial,State,,,,"15,870","2,941",18.53%
2019,Race-Ethnicity,Hispanic,State,,,,"459,080","68,439",14.91%
2019,Race-Ethnicity,Asian/Pacific Islander,State,,,,"160,310","22,926",14.30%
2019,Race-Ethnicity,African-American,State,,,,"174,725","32,319",18.50%
2019,Sex,Male,State,,,,"924,095","146,090",15.81%
2019,Sex,Female,State,,,,"942,816","131,796",13.98%
2020,Age,65 years and above,State,,,,"852,458","128,749",15.10%
2020,Age,45 to 64 years,State,,,,"515,144","76,269",14.81%
2020,Age,18 to 44 years,State,,,,"256,350","30,887",12.05%
2020,Expected Payer,Self-Pay,State,,,,"19,380","1,495",7.71%
2020,Expected Payer,Private,State,,,,"323,226","34,163",10.57%
2020,Expected Payer,Other,State,,,,"38,983","4,157",10.66%
2020,Expected Payer,MediCare,State,,,,"886,758","141,143",15.92%
2020,Expected Payer,Medi-Cal,State,,,,"355,605","54,947",15.45%
2020,Overall,Overall,State,,,,"1,623,952","235,905",14.53%
2020,Overall,Overall,Alameda,,,,"54,864","8,381",15.28%
2020,Overall,Overall,Alpine,,,,7,2,28.57%
2020,Overall,Overall,Amador,,,,"2,484",353,14.21%
2020,Overall,Overall,Butte,,,,"19,635","3,585",18.26%
2020,Overall,Overall,Calaveras,,,,"2,648",358,13.52%
2020,Overall,Overall,Colusa,,,,998,137,13.73%
2020,Overall,Overall,Contra Costa,,,,"44,201","6,583",14.89%
2020,Overall,Overall,Del Norte,,,,"1,174",112,9.54%
2020,Overall,Overall,El Dorado,,,,"9,180","1,332",14.51%
2020,Overall,Overall,Fresno,,,,"44,932","6,844",15.23%
2020,Overall,Overall,Glenn,,,,"1,983",288,14.52%
2020,Overall,Overall,Humboldt,,,,"5,984",738,12.33%
2020,Overall,Overall,Imperial,,,,"7,229","1,015",14.04%
2020,Overall,Overall,Inyo,,,,855,91,10.64%
2020,Overall,Overall,Kern,,,,"36,595","4,963",13.56%
2020,Overall,Overall,Kings,,,,"5,721",835,14.60%
2020,Overall,Overall,Lake,,,,"4,191",618,14.75%
2020,Overall,Overall,Lassen,,,,614,59,9.61%
2020,Overall,Overall,Los Angeles,,,,"391,234","59,374",15.18%
2020,Overall,Overall,Madera,,,,"5,855",797,13.61%
2020,Overall,Overall,Marin,,,,"8,660","1,092",12.61%
2020,Overall,Overall,Mariposa,,,,"1,007",128,12.71%
2020,Overall,Overall,Mendocino,,,,"4,856",673,13.86%
2020,Overall,Overall,Merced,,,,"11,523","1,752",15.20%
2020,Overall,Overall,Modoc,,,,338,45,13.31%
2020,Overall,Overall,Mono,,,,274,30,10.95%
2020,Overall,Overall,Monterey,,,,"17,352","2,283",13.16%
2020,Overall,Overall,Napa,,,,"5,168",747,14.45%
2020,Overall,Overall,Nevada,,,,"5,158",682,13.22%
2020,Overall,Overall,Orange,,,,"109,124","14,464",13.25%
2020,Overall,Overall,Placer,,,,"17,443","2,120",12.15%
2020,Overall,Overall,Plumas,,,,681,80,11.75%
2020,Overall,Overall,Riverside,,,,"101,235","14,085",13.91%
2020,Overall,Overall,Sacramento,,,,"69,182","10,274",14.85%
2020,Overall,Overall,San Benito,,,,"2,082",291,13.98%
2020,Overall,Overall,San Bernardino,,,,"91,071","12,977",14.25%
2020,Overall,Overall,San Diego,,,,"137,277","19,112",13.92%
2020,Overall,Overall,San Francisco,,,,"31,482","4,799",15.24%
2020,Overall,Overall,San Joaquin,,,,"32,822","4,992",15.21%
2020,Overall,Overall,San Luis Obispo,,,,"11,003","1,398",12.71%
2020,Overall,Overall,San Mateo,,,,"21,940","2,851",12.99%
2020,Overall,Overall,Santa Barbara,,,,"17,361","2,026",11.67%
2020,Overall,Overall,Santa Clara,,,,"56,393","8,118",14.40%
2020,Overall,Overall,Santa Cruz,,,,"9,178","1,151",12.54%
2020,Overall,Overall,Shasta,,,,"12,277","1,591",12.96%
2020,Overall,Overall,Sierra,,,,95,11,11.58%
2020,Overall,Overall,Siskiyou,,,,"1,791",186,10.39%
2020,Overall,Overall,Solano,,,,"17,619","2,598",14.75%
2020,Overall,Overall,Sonoma,,,,"19,924","2,664",13.37%
2020,Overall,Overall,Stanislaus,,,,"27,464","3,868",14.08%
2020,Overall,Overall,Sutter,,,,"5,415",776,14.33%
2020,Overall,Overall,Tehama,,,,"3,505",445,12.70%
2020,Overall,Overall,Trinity,,,,693,85,12.27%
2020,Overall,Overall,Tulare,,,,"18,786","2,653",14.12%
2020,Overall,Overall,Tuolumne,,,,"3,304",474,14.35%
2020,Overall,Overall,Ventura,,,,"34,820","4,945",14.20%
2020,Overall,Overall,Yolo,,,,"6,945",976,14.05%
2020,Overall,Overall,Yuba,,,,"4,513",712,15.78%
2020,Race-Ethnicity,White,State,,,,"810,684","115,039",14.19%
2020,Race-Ethnicity,Other/Unknown,State,,,,"74,035","9,871",13.33%
2020,Race-Ethnicity,Native American,State,,,,"5,542",849,15.32%
2020,Race-Ethnicity,Multiracial,State,,,,"20,462","3,524",17.22%
2020,Race-Ethnicity,Hispanic,State,,,,"426,687","60,377",14.15%
2020,Race-Ethnicity,Asian/Pacific Islander,State,,,,"136,051","19,173",14.09%
2020,Race-Ethnicity,African-American,State,,,,"150,491","27,072",17.99%
2020,Sex,Male,State,,,,"828,448","125,542",15.15%
2020,Sex,Female,State,,,,"795,504","110,363",13.87%
2021,Age,65 years and above,State,,,,"881,606","132,742",15.06%
2021,Age,45 to 64 years,State,,,,"522,104","76,660",14.68%
2021,Age,18 to 44 years,State,,,,"275,100","32,693",11.88%
2021,Expected Payer,Self-Pay,State,,,,"18,280","1,519",8.31%
2021,Expected Payer,Private,State,,,,"339,306","35,739",10.53%
2021,Expected Payer,Other,State,,,,"42,519","4,501",10.59%
2021,Expected Payer,MediCare,State,,,,"900,016","142,496",15.83%
2021,Expected Payer,Medi-Cal,State,,,,"378,689","57,840",15.27%
2021,Overall,Overall,State,,,,"1,678,810","242,095",14.42%
2021,Overall,Overall,Alameda,,,,"57,303","9,116",15.91%
2021,Overall,Overall,Alpine,,,,18,1,5.56%
2021,Overall,Overall,Amador,,,,"2,526",337,13.34%
2021,Overall,Overall,Butte,,,,"19,671","3,643",18.52%
2021,Overall,Overall,Calaveras,,,,"2,531",339,13.39%
2021,Overall,Overall,Colusa,,,,"1,097",156,14.22%
2021,Overall,Overall,Contra Costa,,,,"47,076","7,126",15.14%
2021,Overall,Overall,Del Norte,,,,"1,197",154,12.87%
2021,Overall,Overall,El Dorado,,,,"9,451","1,341",14.19%
2021,Overall,Overall,Fresno,,,,"47,105","7,060",14.99%
2021,Overall,Overall,Glenn,,,,"2,020",278,13.76%
2021,Overall,Overall,Humboldt,,,,"5,977",750,12.55%
2021,Overall,Overall,Imperial,,,,"6,840",895,13.08%
2021,Overall,Overall,Inyo,,,,649,63,9.71%
2021,Overall,Overall,Kern,,,,"38,249","5,070",13.26%
2021,Overall,Overall,Kings,,,,"5,759",779,13.53%
2021,Overall,Overall,Lake,,,,"4,313",646,14.98%
2021,Overall,Overall,Lassen,,,,658,49,7.45%
2021,Overall,Overall,Los Angeles,,,,"403,988","60,634",15.01%
2021,Overall,Overall,Madera,,,,"6,051",798,13.19%
2021,Overall,Overall,Marin,,,,"9,224","1,118",12.12%
2021,Overall,Overall,Mariposa,,,,952,114,11.97%
2021,Overall,Overall,Mendocino,,,,"4,894",638,13.04%
2021,Overall,Overall,Merced,,,,"12,140","1,756",14.46%
2021,Overall,Overall,Modoc,,,,291,21,7.22%
2021,Overall,Overall,Mono,,,,261,21,8.05%
2021,Overall,Overall,Monterey,,,,"17,889","2,326",13.00%
2021,Overall,Overall,Napa,,,,"5,482",754,13.75%
2021,Overall,Overall,Nevada,,,,"5,172",672,12.99%
2021,Overall,Overall,Orange,,,,"109,967","14,435",13.13%
2021,Overall,Overall,Placer,,,,"19,165","2,536",13.23%
2021,Overall,Overall,Plumas,,,,704,93,13.21%
2021,Overall,Overall,Riverside,,,,"103,826","14,123",13.60%
2021,Overall,Overall,Sacramento,,,,"73,454","11,320",15.41%
2021,Overall,Overall,San Benito,,,,"2,406",360,14.96%
2021,Overall,Overall,San Bernardino,,,,"91,284","12,642",13.85%
2021,Overall,Overall,San Diego,,,,"146,135","20,537",14.05%
2021,Overall,Overall,San Francisco,,,,"32,914","5,122",15.56%
2021,Overall,Overall,San Joaquin,,,,"33,393","4,971",14.89%
2021,Overall,Overall,San Luis Obispo,,,,"11,090","1,334",12.03%
2021,Overall,Overall,San Mateo,,,,"22,904","2,982",13.02%
2021,Overall,Overall,Santa Barbara,,,,"17,936","2,250",12.54%
2021,Overall,Overall,Santa Clara,,,,"58,931","8,721",14.80%
2021,Overall,Overall,Santa Cruz,,,,"9,931","1,262",12.71%
2021,Overall,Overall,Shasta,,,,"12,325","1,512",12.27%
2021,Overall,Overall,Sierra,,,,98,12,12.24%
2021,Overall,Overall,Siskiyou,,,,"1,771",178,10.05%
2021,Overall,Overall,Solano,,,,"18,007","2,555",14.19%
2021,Overall,Overall,Sonoma,,,,"20,610","2,844",13.80%
2021,Overall,Overall,Stanislaus,,,,"29,264","4,218",14.41%
2021,Overall,Overall,Sutter,,,,"5,702",924,16.20%
2021,Overall,Overall,Tehama,,,,"3,517",489,13.90%
2021,Overall,Overall,Trinity,,,,684,82,11.99%
2021,Overall,Overall,Tulare,,,,"19,448","2,560",13.16%
2021,Overall,Overall,Tuolumne,,,,"3,231",442,13.68%
2021,Overall,Overall,Ventura,,,,"35,387","4,875",13.78%
2021,Overall,Overall,Yolo,,,,"7,134","1,039",14.56%
2021,Overall,Overall,Yuba,,,,"4,772",720,15.09%
2021,Race-Ethnicity,White,State,,,,"822,289","115,877",14.09%
2021,Race-Ethnicity,Other/Unknown,State,,,,"75,378","10,114",13.42%
2021,Race-Ethnicity,Native American,State,,,,"5,839",925,15.84%
2021,Race-Ethnicity,Multiracial,State,,,,"18,614","3,196",17.17%
2021,Race-Ethnicity,Hispanic,State,,,,"449,127","62,692",13.96%
2021,Race-Ethnicity,Asian/Pacific Islander,State,,,,"145,744","20,519",14.08%
2021,Race-Ethnicity,African-American,State,,,,"161,819","28,772",17.78%
2021,Sex,Male,State,,,,"854,230","128,192",15.01%
2021,Sex,Female,State,,,,"824,580","113,903",13.81%
2022,Age,65 years and above,State,,,,"908,736","135,662",14.93%
2022,Age,45 to 64 years,State,,,,"480,923","71,658",14.90%
2022,Age,18 to 44 years,State,,,,"254,428","31,148",12.24%
2022,Expected Payer,Self-Pay,State,,,,"16,436","1,457",8.86%
2022,Expected Payer,Private,State,,,,"311,827","34,309",11.00%
2022,Expected Payer,Other,State,,,,"42,026","4,670",11.11%
2022,Expected Payer,MediCare,State,,,,"916,730","143,186",15.62%
2022,Expected Payer,Medi-Cal,State,,,,"357,068","54,846",15.36%
2022,Overall,Overall,State,,,,"1,644,087","238,468",14.50%
2022,Overall,Overall,Alameda,,,,"56,732","9,088",16.02%
2022,Overall,Overall,Alpine,,,,10,4,40.00%
2022,Overall,Overall,Amador,,,,"2,472",323,13.07%
2022,Overall,Overall,Butte,,,,"17,966","3,214",17.89%
2022,Overall,Overall,Calaveras,,,,"2,524",386,15.29%
2022,Overall,Overall,Colusa,,,,903,104,11.52%
2022,Overall,Overall,Contra Costa,,,,"46,208","6,982",15.11%
2022,Overall,Overall,Del Norte,,,,"1,341",151,11.26%
2022,Overall,Overall,El Dorado,,,,"8,987","1,237",13.76%
2022,Overall,Overall,Fresno,,,,"47,111","7,159",15.20%
2022,Overall,Overall,Glenn,,,,"1,757",252,14.34%
2022,Overall,Overall,Humboldt,,,,"6,159",737,11.97%
2022,Overall,Overall,Imperial,,,,"6,673",908,13.61%
2022,Overall,Overall,Inyo,,,,545,53,9.72%
2022,Overall,Overall,Kern,,,,"34,947","4,643",13.29%
2022,Overall,Overall,Kings,,,,"5,429",759,13.98%
2022,Overall,Overall,Lake,,,,"3,966",601,15.15%
2022,Overall,Overall,Lassen,,,,579,50,8.64%
2022,Overall,Overall,Los Angeles,,,,"393,647","59,193",15.04%
2022,Overall,Overall,Madera,,,,"6,058",856,14.13%
2022,Overall,Overall,Marin,,,,"9,375","1,201",12.81%
2022,Overall,Overall,Mariposa,,,,944,137,14.51%
2022,Overall,Overall,Mendocino,,,,"4,607",598,12.98%
2022,Overall,Overall,Merced,,,,"11,712","1,709",14.59%
2022,Overall,Overall,Modoc,,,,307,38,12.38%
2022,Overall,Overall,Mono,,,,229,23,10.04%
2022,Overall,Overall,Monterey,,,,"18,704","2,429",12.99%
2022,Overall,Overall,Napa,,,,"5,108",688,13.47%
2022,Overall,Overall,Nevada,,,,"4,818",673,13.97%
2022,Overall,Overall,Orange,,,,"108,666","14,826",13.64%
2022,Overall,Overall,Placer,,,,"18,518","2,309",12.47%
2022,Overall,Overall,Plumas,,,,634,94,14.83%
2022,Overall,Overall,Riverside,,,,"103,546","14,693",14.19%
2022,Overall,Overall,Sacramento,,,,"70,577","10,399",14.73%
2022,Overall,Overall,San Benito,,,,"2,514",368,14.64%
2022,Overall,Overall,San Bernardino,,,,"91,005","13,303",14.62%
2022,Overall,Overall,San Diego,,,,"144,735","20,302",14.03%
2022,Overall,Overall,San Francisco,,,,"31,810","4,910",15.44%
2022,Overall,Overall,San Joaquin,,,,"32,288","4,998",15.48%
2022,Overall,Overall,San Luis Obispo,,,,"11,343","1,419",12.51%
